Game,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,id
Bladestorm: The Hundred Years' War,Action,0.09,0.02,0.07,0.015,0.195,334
"Blast Works: Build, Trade, Destroy",Shooter,0.09,0.0,0.0,0.01,0.1,335
BlazBlue: Calamity Trigger,Fighting,0.18999999999999997,0.06333333333333334,0.03333333333333333,0.03,0.31666666666666665,336
BlazBlue: Chrono Phantasma,Fighting,0.13,0.0,0.14,0.02,0.29,337
BlazBlue: Chrono Phantasma Extend,Action,0.04,0.013333333333333334,0.02,0.01,0.08,338
BlazBlue: Continuum Shift,Fighting,0.22,0.06,0.055,0.03,0.365,339
Blazblue: Continuum Shift Extend,Fighting,0.0,0.0,0.09,0.0,0.09,340
Blazing Angels 2: Secret Missions of WWII,Simulation,0.10500000000000001,0.025,0.0,0.015,0.14500000000000002,341
Blazing Angels: Squadrons of WWII,Simulation,0.30399999999999994,0.06200000000000001,0.0,0.038,0.40800000000000003,342
Bleach: Shattered Blade,Fighting,0.22,0.01,0.08,0.02,0.33,343
Bleach: Soul Resurreccion,Fighting,0.27,0.11,0.07,0.05,0.5,344
Bleach: Versus Crusade,Fighting,0.0,0.0,0.06,0.0,0.06,345
Blinx 2: Masters of Time & Space,Platform,0.12,0.03,0.0,0.01,0.15,346
Blinx: The Time Sweeper,Platform,0.39,0.15,0.0,0.02,0.56,347
Blitz: The League,Sports,0.275,0.055,0.0,0.015,0.34500000000000003,348
Blitz: The League II,Sports,0.095,0.02,0.0,0.015,0.13,349
Blitzkrieg 2 Anthology,Strategy,0.0,0.01,0.0,0.0,0.01,350
Block Party,Misc,0.14,0.0,0.0,0.01,0.16,351
Blood Bowl,Sports,0.07,0.025,0.0,0.01,0.10500000000000001,352
Blood Bowl: Legendary Edition,Sports,0.0,0.01,0.0,0.0,0.02,353
Blood Drive,Racing,0.08,0.005,0.0,0.005,0.09,354
Blood Omen 2,Action,0.14,0.04,0.0,0.01,0.19,355
Blood Wake,Shooter,0.43,0.12,0.0,0.02,0.57,356
BloodRayne,Shooter,0.16,0.05,0.0,0.01,0.21,357
BloodRayne 2,Shooter,0.11,0.03,0.0,0.01,0.15,358
Bloodborne,Action,1.0,0.76,0.26,0.36,2.38,359
Bloody Roar Extreme,Fighting,0.03,0.01,0.0,0.0,0.04,360
BlowOut,Shooter,0.04,0.01,0.0,0.0,0.05,361
Blue Dragon,Role-Playing,0.3,0.33,0.21,0.08,0.92,362
Blur,Racing,0.16,0.23,0.006666666666666667,0.06666666666666667,0.4666666666666666,363
Body and Brain Connection,Misc,0.1,0.08,0.0,0.02,0.2,364
Bodycount,Shooter,0.060000000000000005,0.045,0.0,0.015,0.11499999999999999,365
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,Adventure,0.0,0.0,0.08,0.0,0.08,366
Bolt,Adventure,0.16333333333333333,0.13666666666666666,0.0,0.03333333333333333,0.33666666666666667,367
Bomberman,Puzzle,0.0,0.0,0.01,0.0,0.01,368
Bomberman Land,Misc,0.11,0.02,0.03,0.01,0.17,369
Bomberman: Act Zero,Puzzle,0.04,0.0,0.0,0.0,0.04,370
Boogie,Misc,0.43,0.03,0.0,0.04,0.5,371
Boogie SuperStar,Misc,0.2,0.02,0.0,0.02,0.24,372
Book of Spells,Action,0.13,0.4,0.0,0.16,0.7,373
Bookworm Deluxe,Puzzle,0.01,0.0,0.0,0.0,0.01,374
Boom Blox,Puzzle,0.72,0.38,0.0,0.12,1.23,375
Boom Blox Bash Party,Puzzle,0.34,0.09,0.0,0.04,0.47,376
Boot Camp Academy,Action,0.03,0.0,0.0,0.0,0.03,377
Borderlands,Shooter,1.2,0.49666666666666676,0.01,0.20666666666666667,1.91,378
Borderlands 2,Shooter,1.1199999999999999,0.6966666666666668,0.04666666666666667,0.23666666666666666,2.0933333333333333,379
Borderlands: Double Game Add-On Pack,Shooter,0.1,0.02,0.0,0.01,0.13,380
Borderlands: The Handsome Collection,Shooter,0.3,0.225,0.015,0.09000000000000001,0.625,381
Borderlands: The Pre-Sequel,Shooter,0.2733333333333333,0.21,0.02,0.06666666666666667,0.57,382
Botanicula,Adventure,0.0,0.02,0.0,0.0,0.03,383
Bound By Flame,Role-Playing,0.035,0.045,0.0,0.02,0.1,384
Braid,Platform,0.0,0.02,0.0,0.01,0.03,385
Brain Exercise With Dr. Kawashima,Puzzle,0.0,0.01,0.0,0.0,0.01,386
Bratz Kidz,Misc,0.16,0.0,0.0,0.01,0.17,387
Bratz: Girlz Really Rock,Action,0.19,0.0,0.0,0.02,0.21,388
Bratz: The Movie,Simulation,0.24,0.01,0.0,0.02,0.27,389
Brave: A Warrior's Tale,Action,0.05,0.005,0.0,0.0,0.06,390
Brave: The Video Game,Action,0.0,0.02,0.0,0.0,0.02,391
Breach,Shooter,0.01,0.0,0.0,0.0,0.01,392
Breakdown,Adventure,0.09,0.03,0.0,0.0,0.12,393
Brink,Shooter,0.3133333333333333,0.2533333333333333,0.006666666666666667,0.08,0.6533333333333333,394
Broken Sword 5: The Serpent's Curse,Adventure,0.0,0.034999999999999996,0.0,0.005,0.034999999999999996,395
Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,0.12,0.1,0.0,0.02,0.24,396
Broken Sword: The Sleeping Dragon,Adventure,0.01,0.0,0.0,0.0,0.02,397
Brothers In Arms: Earned in Blood,Shooter,0.23,0.07,0.0,0.01,0.31,398
Brothers In Arms: Road to Hill 30,Shooter,0.49,0.14,0.0,0.02,0.66,399
Brothers in Arms: Double Time,Shooter,0.11,0.0,0.0,0.01,0.13,400
Brothers in Arms: Furious 4,Shooter,0.01,0.05,0.0,0.02,0.08,401
Brothers in Arms: Hell's Highway,Shooter,0.3033333333333333,0.22333333333333336,0.0,0.08,0.6066666666666667,402
Brothers: A Tale of Two Sons,Adventure,0.03,0.045,0.0,0.01,0.085,403
Bruce Lee: Quest of the Dragon,Fighting,0.23,0.07,0.0,0.01,0.31,404
Brunswick Cosmic Bowling,Sports,0.17,0.0,0.0,0.01,0.18,405
Brunswick Pro Bowling,Sports,0.27999999999999997,0.03666666666666667,0.0,0.03,0.3433333333333333,406
Brutal Legend,Action,0.5800000000000001,0.275,0.0,0.11,0.965,407
Brute Force,Shooter,0.62,0.18,0.01,0.03,0.83,408
Buck Fever,Sports,0.13,0.0,0.0,0.01,0.14,409
Buffy the Vampire Slayer,Action,0.18,0.05,0.0,0.01,0.23,410
Buffy the Vampire Slayer: Chaos Bleeds,Action,0.09,0.03,0.0,0.0,0.12,411
Build 'n Race,Racing,0.08,0.0,0.0,0.01,0.09,412
Build-A-Bear Workshop: A Friend Fur All Seasons,Simulation,0.34,0.0,0.0,0.03,0.37,413
Bullet Soul: Tama Tamashii,Shooter,0.0,0.0,0.01,0.0,0.01,414
Bullet Witch,Shooter,0.07,0.01,0.02,0.01,0.1,415
Bulletstorm,Shooter,0.3033333333333333,0.19666666666666668,0.006666666666666667,0.06,0.57,416
Bully: Scholarship Edition,Action,0.23333333333333336,0.23666666666666666,0.01,0.056666666666666664,0.54,417
Burger Island,Action,0.14,0.0,0.0,0.01,0.15,418
Burnout,Racing,0.09,0.03,0.0,0.0,0.13,419
Burnout 2: Point of Impact,Racing,0.18,0.05,0.0,0.01,0.24,420
Burnout 3: Takedown,Racing,0.84,0.43,0.0,0.04,1.31,421
Burnout Paradise,Racing,0.8200000000000001,0.61,0.015,0.22499999999999998,1.665,422
Burnout Paradise: The Ultimate Box,Racing,0.0,0.05666666666666667,0.0033333333333333335,0.01,0.07666666666666667,423
Burnout Revenge,Racing,0.37,0.12,0.0,0.025,0.52,424
Bus Simulator 16,Simulation,0.0,0.02,0.0,0.0,0.02,425
Bust-A-Move Bash!,Puzzle,0.13,0.01,0.0,0.01,0.16,426
Busy Scissors,Simulation,0.08,0.0,0.0,0.0,0.09,427
Buzz! Brain of the UK,Misc,0.0,0.15,0.0,0.02,0.17,428
Buzz! Quiz TV,Misc,0.28,0.48,0.0,0.14,0.9,429
Buzz! Quiz World,Misc,0.16,0.58,0.0,0.2,0.93,430
Buzz! The Ultimate Music Quiz,Misc,0.0,0.25,0.0,0.08,0.34,431
CID The Dummy,Platform,0.02,0.0,0.0,0.0,0.03,432
CSI: Crime Scene Investigation,Adventure,0.09,0.03,0.0,0.0,0.12,433
CSI: Deadly Intent,Adventure,0.115,0.10500000000000001,0.0,0.025,0.25,434
CSI: Fatal Conspiracy,Adventure,0.08499999999999999,0.05,0.0,0.015000000000000001,0.15500000000000003,435
CSI: Hard Evidence,Adventure,0.215,0.225,0.0,0.055,0.495,436
CV Casting Voice,Adventure,0.0,0.0,0.02,0.0,0.02,437
Cabela's Adventure Camp,Misc,0.09333333333333334,0.023333333333333334,0.0,0.013333333333333334,0.13,438
Cabela's African Safari,Sports,0.13,0.0,0.0,0.01,0.14,439
Cabela's Alaskan Adventure,Sports,0.12,0.0,0.0,0.01,0.13,440
Cabela's Big Game Hunter (2008),Sports,0.31999999999999995,0.0,0.0,0.025,0.345,441
Cabela's Big Game Hunter 2005 Adventures,Sports,0.13,0.04,0.0,0.01,0.18,442
Cabela's Big Game Hunter 2010,Sports,0.7333333333333334,0.0,0.0,0.056666666666666664,0.79,443
Cabela's Big Game Hunter 2012,Sports,0.25000000000000006,0.023333333333333334,0.0,0.023333333333333334,0.2966666666666667,444
Cabela's Big Game Hunter: Hunting Party,Sports,0.16,0.0,0.0,0.01,0.17,445
Cabela's Big Game Hunter: Pro Hunts,Shooter,0.023333333333333334,0.0,0.0,0.0,0.02666666666666667,446
Cabela's Dangerous Hunts,Sports,0.26,0.08,0.0,0.01,0.35,447
Cabela's Dangerous Hunts 2,Sports,0.08,0.02,0.0,0.0,0.11,448
Cabela's Dangerous Hunts 2009,Sports,0.19999999999999998,0.0,0.0,0.016666666666666666,0.21333333333333335,449
Cabela's Dangerous Hunts 2011,Sports,0.3566666666666667,0.02333333333333333,0.0,0.030000000000000002,0.41,450
Cabela's Deer Hunt 2005 Season,Sports,0.09,0.02,0.0,0.0,0.11,451
Cabela's Deer Hunt: 2004 Season,Sports,0.16,0.05,0.0,0.01,0.21,452
Cabela's Legendary Adventures,Sports,0.17,0.0,0.0,0.01,0.18,453
Cabela's Monster Buck Hunter,Sports,0.58,0.0,0.0,0.03,0.61,454
Cabela's North American Adventures,Sports,0.13333333333333333,0.0,0.0,0.01,0.13999999999999999,455
Cabela's Outdoor Adventures,Sports,0.08,0.02,0.0,0.0,0.1,456
Cabela's Outdoor Adventures (2009),Sports,0.24333333333333332,0.0,0.0,0.02,0.26,457
Cabela's Survival: Shadows of Katmai,Sports,0.13333333333333333,0.043333333333333335,0.0,0.02,0.19666666666666668,458
Cabela's Trophy Bucks,Sports,0.05,0.0,0.0,0.0,0.055,459
Caesar IV,Strategy,0.0,0.03,0.0,0.01,0.04,460
Cake Mania: In The Mix!,Puzzle,0.14,0.0,0.0,0.01,0.15,461
Caladrius,Shooter,0.0,0.0,0.01,0.0,0.01,462
Call Of Duty 2: Big Red One,Shooter,0.66,0.4,0.0,0.05,1.12,463
Call of Cthulhu: Dark Corners of the Earth,Adventure,0.05,0.01,0.0,0.0,0.06,464
Call of Duty 2,Shooter,0.905,0.05,0.005,0.08,1.04,465
Call of Duty 3,Shooter,1.045,0.78,0.025,0.265,2.115,466
Call of Duty 4: Modern Warfare,Shooter,3.0033333333333334,1.9333333333333333,0.1366666666666667,0.6566666666666666,5.7299999999999995,467
Call of Duty: Advanced Warfare,Shooter,2.088,1.636,0.068,0.5860000000000001,4.38,468
Call of Duty: Black Ops,Shooter,5.489999999999999,2.8800000000000003,0.19666666666666666,1.0266666666666666,9.59,469
Call of Duty: Black Ops 3,Shooter,2.3779999999999997,1.9120000000000001,0.086,0.6839999999999999,5.064,470
Call of Duty: Black Ops II,Shooter,3.5200000000000005,2.7624999999999997,0.18,0.97,7.43,471
Call of Duty: Finest Hour,Shooter,0.78,0.4,0.0,0.04,1.21,472
Call of Duty: Ghosts,Shooter,2.4866666666666664,1.508333333333333,0.08,0.4866666666666666,4.5633333333333335,473
Call of Duty: Modern Warfare 2,Shooter,4.506666666666667,2.703333333333333,0.15333333333333335,1.0033333333333332,8.363333333333333,474
Call of Duty: Modern Warfare 3,Shooter,3.895,2.8225000000000007,0.155,0.8375000000000001,7.7075,475
Call of Duty: Modern Warfare Trilogy,Shooter,0.005,0.01,0.0,0.0,0.02,476
Call of Duty: Modern Warfare: Reflex Edition,Shooter,0.95,0.43,0.0,0.14,1.53,477
Call of Duty: The War Collection,Shooter,0.05,0.0,0.0,0.0,0.06,478
Call of Duty: World at War,Shooter,2.1824999999999997,1.1225,0.0,0.43749999999999994,3.74,479
Call of Juarez,Shooter,0.07,0.015,0.0,0.005,0.1,480
Call of Juarez: Bound in Blood,Shooter,0.21666666666666665,0.21666666666666667,0.0033333333333333335,0.07666666666666667,0.51,481
Call of Juarez: The Cartel,Shooter,0.10333333333333333,0.09666666666666666,0.0,0.03,0.22666666666666668,482
Calling,Adventure,0.07,0.04,0.0,0.01,0.12,483
Calvin Tucker's Redneck Jamboree,Misc,0.29,0.0,0.0,0.02,0.31,484
Canada Hunt,Sports,0.02,0.0,0.0,0.0,0.02,485
Candace Kane's Candy Factory,Action,0.14,0.0,0.0,0.01,0.15,486
Capcom Classics Collection,Misc,0.11,0.03,0.0,0.01,0.15,487
Capcom Digital Collection,Action,0.02,0.01,0.0,0.0,0.03,488
Capcom Fighting Evolution,Fighting,0.03,0.01,0.0,0.0,0.04,489
Capcom vs. SNK 2 EO,Fighting,0.08,0.02,0.0,0.0,0.1,490
Captain America: Super Soldier,Action,0.10500000000000001,0.060000000000000005,0.0,0.02,0.19,491
Captain Morgane and the Golden Turtle,Adventure,0.0,0.016666666666666666,0.0,0.0033333333333333335,0.02333333333333333,492
Captain Rainbow,Adventure,0.0,0.0,0.01,0.0,0.01,493
Captain Toad: Treasure Tracker,Puzzle,0.56,0.36,0.19,0.09,1.19,494
Carmageddon: Max Damage,Action,0.01,0.01,0.0,0.0,0.01,495
Carmen Sandiego: The Secret of the Stolen Drums,Action,0.02,0.01,0.0,0.0,0.02,496
Carnival Games,Misc,2.13,1.5,0.05,0.42,4.1,497
Carnival Games: Mini Golf,Sports,0.87,0.56,0.0,0.15,1.58,498
"Carnival Games: Monkey See, Monkey Do!",Misc,0.14,0.16,0.0,0.03,0.33,499
Carnival Island,Misc,0.13,0.06,0.0,0.04,0.23,500
Cars,Racing,0.39999999999999997,0.03333333333333333,0.0,0.03333333333333333,0.4633333333333333,501
Cars 2,Racing,0.32,0.26333333333333336,0.0,0.08,0.6633333333333333,502
Cars Mater-National Championship,Racing,0.46,0.0,0.0,0.04,0.49,503
Cars Toon: Mater's Tall Tales,Misc,0.46,0.02,0.0,0.03,0.52,504
Cars: Mater-National Championship,Racing,0.25,0.005,0.0,0.02,0.27999999999999997,505
Cars: Race-O-Rama,Racing,0.2966666666666667,0.11333333333333333,0.0,0.04,0.4433333333333333,506
Cartoon Network: Punch Time Explosion XL,Fighting,0.06666666666666667,0.0033333333333333335,0.0,0.0033333333333333335,0.07666666666666667,507
Carve,Racing,0.04,0.01,0.0,0.0,0.05,508
Case Closed: One Truth Prevails,Adventure,0.0,0.0,0.01,0.0,0.01,509
Casino Chaos With Las Vegas Players Collection,Misc,0.03,0.0,0.0,0.0,0.03,510
Casper's Scare School: Spooky Sports Day,Sports,0.02,0.0,0.0,0.0,0.02,511
Castle of Shikigami III,Shooter,0.04,0.0,0.0,0.0,0.04,512
Castlevania Judgment,Fighting,0.13,0.02,0.01,0.01,0.18,513
Castlevania: Curse of Darkness,Action,0.09,0.03,0.0,0.0,0.12,514
Castlevania: Lords of Shadow,Action,0.45999999999999996,0.275,0.055,0.10500000000000001,0.895,515
Castlevania: Lords of Shadow - Reverie,Action,0.02,0.005,0.0,0.005,0.03,516
Castlevania: Lords of Shadow 2,Action,0.02,0.07666666666666667,0.006666666666666667,0.016666666666666666,0.12,517
Cate West: The Vanishing Files,Adventure,0.07,0.0,0.0,0.01,0.08,518
Catherine,Adventure,0.25,0.105,0.115,0.045000000000000005,0.52,519
Catwoman,Action,0.04,0.01,0.0,0.0,0.06,520
Cel Damage,Racing,0.09,0.03,0.0,0.0,0.12,521
Celebrity Sports Showdown,Sports,0.18,0.22,0.0,0.05,0.45,522
Centipede: Infestation,Shooter,0.06,0.0,0.0,0.0,0.06,523
Ceville,Action,0.0,0.02,0.0,0.0,0.02,524
Challenge Me: Brain Puzzles 2,Puzzle,0.0,0.06,0.0,0.01,0.07,525
Champion Jockey: G1 Jockey & Gallop Racer,Sports,0.03666666666666667,0.04666666666666667,0.03,0.013333333333333334,0.12666666666666668,526
Championship Foosball,Sports,0.09,0.0,0.0,0.01,0.09,527
Championship Manager 03/04,Sports,0.0,1.15,0.0,0.11,1.26,528
Championship Manager 2010,Sports,0.0,0.01,0.0,0.0,0.01,529
Championship Manager 3,Sports,0.0,0.93,0.0,0.08,1.01,530
Championship Manager Season 01/02,Sports,0.0,0.03,0.0,0.01,0.03,531
Chaos;Child,Adventure,0.0,0.0,0.01,0.0,0.01,532
Chaos;Head - Love Chu*Chu!,Adventure,0.0,0.0,0.03,0.0,0.03,533
Chaos;Head Noah,Adventure,0.0,0.0,0.04,0.0,0.04,534
Chaotic: Shadow Warriors,Action,0.15666666666666665,0.0,0.0,0.01,0.16666666666666666,535
Charlie and the Chocolate Factory,Adventure,0.08,0.02,0.0,0.0,0.11,536
Charm Girls Club: Pajama Party,Misc,0.14,0.0,0.0,0.01,0.15,537
Chase: Hollywood Stunt Driver,Racing,0.09,0.03,0.0,0.0,0.12,538
Chessmaster,Misc,0.1,0.03,0.0,0.0,0.13,539
Chevrolet Camaro: Wild Ride,Racing,0.06,0.0,0.0,0.0,0.06,540
Chicago Enforcer,Shooter,0.02,0.0,0.0,0.0,0.02,541
Chicken Blaster,Shooter,0.31,0.0,0.0,0.02,0.33,542
Chicken Riot,Action,0.15,0.16,0.0,0.03,0.34,543
Chicken Shoot,Action,0.33,0.01,0.0,0.02,0.36,544
Child of Eden,Shooter,0.185,0.11,0.0,0.04,0.335,545
Child of Light,Role-Playing,0.0,0.01,0.04,0.0,0.05,546
Chou Jigen Game Neptune Mk-II,Role-Playing,0.0,0.0,0.09,0.0,0.09,547
Choujikuu Yousai Macross: Do You Remember Love,Shooter,0.0,0.0,0.05,0.0,0.05,548
Chromehounds,Simulation,0.24,0.0,0.01,0.02,0.28,549
Chrysler Classic Racing,Racing,0.06,0.0,0.0,0.0,0.06,550
Chuck E. Cheese's Party Games,Misc,0.16,0.0,0.0,0.01,0.17,551
Chuck E. Cheese's Sports Games,Sports,0.02,0.0,0.0,0.0,0.02,552
Chuck E. Cheese's Super Collection,Action,0.02,0.0,0.0,0.0,0.02,553
Circus Maximus: Chariot Wars,Racing,0.05,0.02,0.0,0.0,0.07,554
Cities XL 2011,Simulation,0.0,0.02,0.0,0.0,0.02,555
Cities XL 2012,Strategy,0.01,0.05,0.0,0.01,0.07,556
Cities in Motion,Simulation,0.0,0.04,0.0,0.01,0.05,557
Cities in Motion Collection,Simulation,0.0,0.02,0.0,0.0,0.02,558
Cities: Skylines,Simulation,0.0,0.13,0.0,0.01,0.14,559
Cities: Skylines Snowfall,Simulation,0.0,0.01,0.0,0.0,0.01,560
City Builder,Misc,0.04,0.0,0.0,0.0,0.04,561
City Life: World Edition,Simulation,0.0,0.04,0.0,0.01,0.05,562
Civilization Beyond Earth: Rising Tide,Strategy,0.0,0.04,0.0,0.0,0.04,563
Clannad,Adventure,0.0,0.0,0.03,0.0,0.03,564
Clash of the Titans,Action,0.08499999999999999,0.11,0.005,0.04,0.245,565
Clive Barker's Jericho,Shooter,0.15000000000000002,0.01,0.0,0.013333333333333334,0.17666666666666667,566
Close Combat: First to Fight,Shooter,0.14,0.04,0.0,0.01,0.18,567
Cloudy With a Chance of Meatballs,Platform,0.09000000000000001,0.006666666666666667,0.0,0.01,0.10666666666666667,568
Club Penguin: Game Day!,Sports,0.56,0.33,0.0,0.08,0.97,569
Cocoto Kart Racer,Racing,0.06,0.0,0.0,0.0,0.06,570
Cocoto Magic Circus,Shooter,0.02,0.0,0.0,0.0,0.02,571
Code Lyoko: Quest for Infinity,Action,0.07,0.02,0.0,0.01,0.1,572
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform,0.01,0.0,0.0,0.0,0.02,573
Codename: Panzers Cold War,Strategy,0.0,0.02,0.0,0.01,0.03,574
Codename: Panzers Complete Collection,Strategy,0.0,0.01,0.0,0.0,0.01,575
Codename: Panzers Phase Two,Strategy,0.0,0.01,0.0,0.0,0.01,576
Cold Fear,Action,0.05,0.01,0.0,0.0,0.06,577
Cold Stone Creamery: Scoop It Up,Misc,0.06,0.0,0.0,0.0,0.07,578
Cold War,Shooter,0.02,0.01,0.0,0.0,0.02,579
Colin McRae Rally 04,Racing,0.04,0.015,0.0,0.0,0.055,580
Colin McRae Rally 2005,Racing,0.02,0.01,0.0,0.0,0.035,581
Colin McRae Rally 3,Racing,0.03,0.01,0.0,0.0,0.04,582
College Hoops 2K6,Sports,0.09,0.01,0.0,0.005,0.11,583
College Hoops 2K7,Sports,0.18,0.0,0.0,0.015,0.195,584
College Hoops 2K8,Sports,0.14500000000000002,0.0,0.0,0.01,0.16,585
Combat Flight Simulator 3: Battle for Europe,Simulation,0.01,0.01,0.0,0.0,0.02,586
Combat Mission: Shock Force,Strategy,0.0,0.03,0.0,0.01,0.03,587
Combat: Task Force 121,Shooter,0.05,0.02,0.0,0.0,0.07,588
Command & Conquer 3: Deluxe Edition,Strategy,0.0,0.02,0.0,0.0,0.02,589
Command & Conquer 3: Kane's Wrath,Strategy,0.08,0.034999999999999996,0.0,0.01,0.13,590
Command & Conquer 3: Tiberium Wars,Strategy,0.175,0.055,0.0,0.02,0.25,591
Command & Conquer 4: Tiberian Twilight,Strategy,0.0,0.01,0.0,0.0,0.02,592
Command & Conquer Collection,Strategy,0.01,0.0,0.0,0.0,0.02,593
Command & Conquer Renegade,Shooter,0.0,0.01,0.0,0.0,0.01,594
Command & Conquer: Red Alert 2,Strategy,1.32,0.02,0.0,0.0,1.34,595
Command & Conquer: Red Alert 3,Strategy,0.095,0.435,0.0,0.035,0.5650000000000001,596
Command & Conquer: Red Alert 3 Ultimate Edition,Strategy,0.14,0.17,0.0,0.06,0.37,597
Command & Conquer: The First Decade,Strategy,0.01,0.01,0.0,0.0,0.02,598
Commander: Conquest of the Americas,Strategy,0.0,0.02,0.0,0.01,0.03,599
Commandos 2: Men of Courage,Strategy,0.05,0.02,0.0,0.0,0.07,600
Commandos 3: Destination Berlin,Strategy,0.0,0.02,0.0,0.0,0.02,601
Commandos: Strike Force,Shooter,0.02,0.0,0.0,0.0,0.02,602
Company of Heroes,Strategy,0.0,0.04,0.0,0.01,0.05,603
Company of Heroes 2,Strategy,0.06,0.25,0.0,0.05,0.36,604
Company of Heroes: Anthology,Strategy,0.0,0.15,0.0,0.04,0.18,605
Company of Heroes: Opposing Fronts,Strategy,0.01,0.03,0.0,0.01,0.04,606
Company of Heroes: Tales of Valor,Strategy,0.0,0.03,0.0,0.01,0.04,607
Conan,Action,0.14500000000000002,0.08499999999999999,0.0,0.04,0.27,608
Condemned 2: Bloodshot,Action,0.275,0.175,0.0,0.065,0.515,609
Condemned: Criminal Origins,Action,0.36,0.03,0.0,0.03,0.42,610
Conduit 2,Shooter,0.07,0.04,0.0,0.01,0.13,611
Conflict: Denied Ops,Shooter,0.043333333333333335,0.06666666666666667,0.0,0.016666666666666666,0.13,612
Conflict: Desert Storm,Shooter,0.48,0.37,0.0,0.02,0.87,613
Conflict: Desert Storm II - Back to Bagdhad,Shooter,0.21,0.06,0.0,0.01,0.28,614
Conflict: Global Terror,Shooter,0.08,0.02,0.0,0.0,0.1,615
Conflict: Vietnam,Shooter,0.17,0.05,0.0,0.01,0.22,616
Conker: Live And Reloaded,Adventure,0.49,0.2,0.0,0.02,0.71,617
Constantine,Action,0.04,0.01,0.0,0.0,0.06,618
Contrast,Platform,0.0,0.01,0.0,0.0,0.02,619
Cook Wars,Misc,0.03,0.0,0.0,0.0,0.04,620
Cooking Mama: Cook Off,Simulation,1.43,1.13,0.05,0.3,2.91,621
Cooking Mama: World Kitchen,Simulation,0.51,0.28,0.01,0.08,0.88,622
Coraline,Action,0.05,0.0,0.0,0.0,0.06,623
Coronation Street: The Mystery of the Missing Hotpot Recipe,Adventure,0.0,0.01,0.0,0.0,0.01,624
Corvette,Racing,0.18,0.05,0.0,0.01,0.24,625
Cosmic Family,Misc,0.07,0.0,0.0,0.01,0.08,626
Cossacks: European Wars,Strategy,0.0,0.02,0.0,0.0,0.03,627
Countdown: The Game,Puzzle,0.0,0.05,0.0,0.0,0.05,628
Counter Force,Shooter,0.04,0.0,0.0,0.0,0.05,629
Counter-Strike,Shooter,0.85,0.23,0.0,0.04,1.11,630
Counter-Strike: Source,Shooter,0.0,0.07,0.0,0.02,0.09,631
Country Dance,Misc,0.59,0.04,0.0,0.04,0.68,632
Country Dance 2,Misc,0.44,0.0,0.0,0.03,0.46,633
Country Dance: All Stars,Action,0.16,0.0,0.0,0.01,0.17,634
Crackdown,Shooter,1.0,0.54,0.03,0.18,1.75,635
Crackdown 2,Shooter,0.63,0.37,0.02,0.1,1.12,636
Cranium Kabookii,Misc,0.13,0.0,0.0,0.01,0.14,637
Crash 'N' Burn,Racing,0.07,0.02,0.0,0.0,0.09,638
Crash Bandicoot: The Wrath of Cortex,Platform,0.59,0.57,0.0,0.07,1.23,639
Crash Nitro Kart,Racing,0.24,0.07,0.0,0.01,0.31,640
Crash Tag Team Racing,Racing,0.09,0.03,0.0,0.0,0.13,641
Crash Time: Autobahn Pusuit,Racing,0.03,0.0,0.0,0.0,0.03,642
Crash of the Titans,Action,0.335,0.025,0.0,0.035,0.39,643
Crash: Mind Over Mutant,Platform,0.29,0.135,0.0,0.04,0.46499999999999997,644
Crash: Twinsanity,Platform,0.11,0.03,0.0,0.01,0.15,645
Crayola: Colorful Journey,Misc,0.07,0.0,0.0,0.01,0.08,646
Crazy Chicken Tales,Action,0.06,0.0,0.0,0.0,0.06,647
Crazy Machines,Puzzle,0.01,0.01,0.0,0.0,0.02,648
Crazy Taxi 3: High Roller,Racing,0.14,0.04,0.02,0.01,0.2,649
Create,Action,0.11750000000000001,0.024999999999999998,0.0,0.015000000000000001,0.15500000000000003,650
Creeper World 3: Arc Eternal,Strategy,0.0,0.0,0.1,0.0,0.1,651
Crime Life: Gang Wars,Action,0.04,0.01,0.0,0.0,0.05,652
Crimson Sea,Action,0.04,0.01,0.04,0.0,0.09,653
Crimson Skies: High Road to Revenge,Simulation,0.65,0.19,0.0,0.03,0.87,654
Cross Channel: In Memory of All People,Adventure,0.0,0.0,0.02,0.0,0.02,655
Cross Edge,Role-Playing,0.14,0.02,0.05,0.02,0.23,656
Cross Edge Dash,Role-Playing,0.0,0.0,0.01,0.0,0.01,657
"Crouching Tiger, Hidden Dragon",Action,0.01,0.0,0.0,0.0,0.01,658
Cruis'n,Racing,0.1,0.01,0.0,0.01,0.12,659
Cruise Ship Vacation Games,Puzzle,0.13,0.0,0.0,0.01,0.14,660
Crysis,Shooter,0.0,0.69,0.0,0.03,0.72,661
Crysis 2,Action,0.4366666666666666,0.5066666666666666,0.02666666666666667,0.15333333333333332,1.1300000000000001,662
Crysis 3,Shooter,0.31333333333333335,0.3833333333333333,0.013333333333333334,0.11666666666666665,0.82,663
Crysis: Maximum Edition,Shooter,0.0,0.07,0.0,0.02,0.09,664
Crysis: Warhead,Shooter,0.0,0.02,0.0,0.0,0.02,665
Culdcept SAGA,Role-Playing,0.12,0.0,0.03,0.01,0.16,666
